Coin,Date,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P0,P1,P2,P3,P4,P5,R_T1W
ADA,06/08/2020,-0.329297722,-0.187445449,0.149628194,-1.399317243,-0.57230414,-0.088809343,-0.129299837,-0.185546645,-1.356760457,-0.527962823,-0.023882366,-0.329297722,-0.187445449,0.149628194,-1.399317243,-0.57230414,-0.088809343,0.047705164
XRP,06/08/2020,-0.348785066,-0.191618309,0.014519392,0.004052988,-2.34285089,-2.566174078,-1.288900586,-2.244697644,0.008635266,-2.396179939,-2.574649753,-0.348785066,-0.191618309,0.014519392,0.004052988,-2.34285089,-2.566174078,0.019900046
BTC,06/08/2020,-0.410543465,-0.191804658,-0.305905769,-1.536231412,,-0.356632558,-0.129299837,-0.185546645,-1.527434922,,-0.359509654,-0.410543465,-0.191804658,-0.305905769,-1.536231412,,-0.356632558,0.034824806
ETH,06/08/2020,-0.331333714,-0.191879281,0.378670288,-0.338232434,-1.271204173,-1.427925416,-0.023881587,0.001648901,-0.298578772,-1.275249669,-1.433516975,-0.331333714,-0.191879281,0.378670288,-0.338232434,-1.271204173,-1.427925416,0.053345731
BNB,06/08/2020,-0.359934542,-0.192144309,-0.116392164,-0.88588911,0.918682597,0.045102264,-0.023881587,0.001648901,-0.878871954,0.919905443,0.043243091,-0.359934542,-0.192144309,-0.116392164,-0.88588911,0.918682597,0.045102264,0.084083397
ADA,06/08/2020,-0.378743222,-0.192805686,-0.028462527,1.441651761,-0.339337462,-0.624455772,-0.023881587,0.001648901,1.442300775,-0.341141111,-0.628011484,-0.378743222,-0.192805686,-0.028462527,1.441651761,-0.339337462,-0.624455772,0.038214807
XRP,06/08/2020,-0.369193454,-0.193148119,-0.516830639,-0.646289314,0.545935913,1.384218336,1.135719162,2.0607999,-0.605792809,0.592967447,1.4528777,-0.369193454,-0.193148119,-0.516830639,-0.646289314,0.545935913,1.384218336,0.091224127
BTC,06/08/2020,-0.414906303,-0.194159553,-1.13747397,0.483252579,2.689229347,1.652041551,-0.445554586,-0.747133281,0.486523769,2.694711703,1.654254073,-0.414906303,-0.194159553,-1.13747397,0.483252579,2.689229347,1.652041551,0.041763594
ETH,06/08/2020,-0.427703961,-0.194266364,-1.360707218,0.722852375,-1.131424166,0.7146603,0.503209663,0.937626628,0.725468021,-1.181838813,0.714497667,-0.427703961,-0.194266364,-1.360707218,0.722852375,-1.131424166,0.7146603,0.068725685
BNB,06/08/2020,0.067429696,-0.055094873,0.205449789,0.96245217,1.19824261,-0.088809343,-0.234718087,-0.37274219,0.964412272,1.153432582,-0.158133281,0.067429696,-0.055094873,0.205449789,0.96245217,1.19824261,-0.088809343,0.023542433
ADA,06/08/2020,-0.358771118,-0.180868105,-0.839327858,-1.536231412,-0.479117469,-0.088809343,0.081536663,0.188844446,-1.527434922,-0.481257395,-0.091007824,-0.358771118,-0.180868105,-0.839327858,-1.536231412,-0.479117469,-0.088809343,0.057826111
XRP,06/08/2020,-0.423631979,-0.191739867,-0.005811569,1.749708641,-0.106370785,-0.088809343,-0.023881587,0.001648901,1.749514813,-0.107613971,-0.091007824,-0.423631979,-0.191739867,-0.005811569,1.749708641,-0.106370785,-0.088809343,0.068091038
BTC,06/08/2020,-0.403659875,-0.193163881,-0.606566686,-0.714746399,0.918682597,0.781616104,0.924882662,1.68640881,-0.708197489,0.919905443,0.781623124,-0.403659875,-0.193163881,-0.606566686,-0.714746399,0.918682597,0.781616104,0.096988392
ETH,06/08/2020,-0.269866171,-0.167235209,0.520597401,1.373194677,-0.246150791,-0.423588362,-0.761809336,-1.308719917,1.374030989,0.125913168,0.177494007,-0.269866171,-0.167235209,0.520597401,1.373194677,-0.246150791,-0.423588362,0.038196539
BNB,06/08/2020,-0.375834663,-0.191552044,-0.197627461,-1.228174532,0.406155906,-0.155765147,0.081536663,0.188844446,-1.220220885,0.406145736,-0.158133281,-0.375834663,-0.191552044,-0.197627461,-1.228174532,0.406155906,-0.155765147,0.038885156
ADA,06/08/2020,-0.334533128,-0.186659518,0.857085438,0.96245217,2.502856005,0.848571907,-0.445554586,-0.747133281,0.896142486,2.741417131,1.318626785,-0.334533128,-0.186659518,0.857085438,0.96245217,2.502856005,0.848571907,0.087946914
XRP,06/08/2020,0.837906918,-0.121155297,-0.468429491,,,,,,,,,0.837906918,-0.121155297,-0.468429491,,,,0.068734072
BTC,06/08/2020,-0.407683382,-0.186244951,-0.312865759,-1.467774328,-1.457577515,-0.155765147,-0.129299837,-0.185546645,-1.459165136,-1.508776809,-0.158133281,-0.407683382,-0.186244951,-0.312865759,-1.467774328,-1.457577515,-0.155765147,0.086884336
ETH,06/08/2020,-0.360807109,-0.185461441,-0.663078966,-1.262403074,0.312969235,0.580748693,-0.550972836,-0.934328826,-1.254355778,0.31273488,0.580246752,-0.360807109,-0.185461441,-0.663078966,-1.262403074,0.312969235,0.580748693,0.020896814
BNB,06/08/2020,-0.333272753,-0.187905462,-0.312440721,-0.646289314,0.452749242,-1.026190594,-0.129299837,-0.185546645,-0.639927702,0.452851164,-1.097889687,-0.333272753,-0.187905462,-0.312440721,-0.646289314,0.452749242,-1.026190594,0.027452301
ADA,06/08/2020,-0.392219544,-0.193355441,-0.163305681,-1.022803279,-1.690544193,0.312925478,-0.129299837,-0.185546645,-1.015411526,-1.742303948,0.311744922,-0.392219544,-0.193355441,-0.163305681,-1.022803279,-1.690544193,0.312925478,0.008238657
XRP,06/08/2020,-0.325516596,-0.184900096,0.141605611,-1.433545786,0.033409222,-0.088809343,0.081536663,0.188844446,-1.425030243,0.032502312,-0.091007824,-0.325516596,-0.184900096,0.141605611,-1.433545786,0.033409222,-0.088809343,0.074841805
BTC,06/08/2020,-0.190947276,-0.18968743,1.341433404,-0.475146603,1.19824261,1.116395122,0.924882662,1.68640881,-0.435118344,1.246843438,1.18437587,-0.190947276,-0.18968743,1.341433404,-0.475146603,1.19824261,1.116395122,0.018689896
ETH,06/08/2020,-0.387953658,-0.193650176,-0.312051103,1.304737592,3.8074694,2.656378605,0.186954913,0.376039992,1.305761203,3.815641973,2.661135936,-0.387953658,-0.193650176,-0.312051103,1.304737592,3.8074694,2.656378605,0.037878775
BNB,06/08/2020,-0.393286016,-0.193723878,-0.60074013,1.030909255,2.03692265,-0.624455772,-0.234718087,-0.37274219,1.032682058,2.040835712,-0.628011484,-0.393286016,-0.193723878,-0.60074013,1.030909255,2.03692265,-0.624455772,0.031396581
ADA,06/08/2020,-0.102527089,-0.179462267,-0.295262121,1.202051966,-0.246150791,-0.825323183,-0.129299837,-0.185546645,1.203356524,-0.247730255,-0.829387857,-0.102527089,-0.179462267,-0.295262121,1.202051966,-0.246150791,-0.825323183,0.042110219
XRP,06/08/2020,-0.414324591,-0.189859054,0.210674208,0.34633841,0.545935913,-1.896616041,0.924882662,1.68640881,0.145174838,0.826494587,-1.366391517,-0.414324591,-0.189859054,0.210674208,0.34633841,0.545935913,-1.896616041,0.021222332
BTC,06/08/2020,-0.372150489,-0.193423734,0.051267428,1.338966135,2.829009354,0.848571907,-0.129299837,-0.185546645,1.339896096,2.834827987,0.848748582,-0.372150489,-0.193423734,0.051267428,1.338966135,2.829009354,0.848571907,0.097432993
ETH,06/08/2020,-0.354214376,-0.194315062,-0.287381217,0.449024037,0.173189229,-0.825323183,-0.129299837,-0.185546645,0.452388876,0.172618596,-0.829387857,-0.354214376,-0.194315062,-0.287381217,0.449024037,0.173189229,-0.825323183,0.096613266
BNB,06/08/2020,0.557037091,0.294220119,0.231341658,-0.132861181,0.825495926,1.049439318,-0.234718087,-0.37274219,-0.127904306,0.826494587,1.050124955,0.557037091,0.294220119,0.231341658,-0.132861181,0.825495926,1.049439318,0.086133674
ADA,06/08/2020,0.887449369,0.455863473,0.25671994,1.236280508,1.803955972,2.254643784,-0.550972836,-0.934328826,1.203356524,2.32106828,3.198139596,0.887449369,0.455863473,0.25671994,1.236280508,1.803955972,2.254643784,0.043333979
XRP,06/08/2020,-0.003926946,-0.048677102,-0.037264346,-0.509375145,-0.106370785,-0.222720951,0.292373163,0.563235537,-0.742332382,0.032502312,0.043243091,-0.003926946,-0.048677102,-0.037264346,-0.509375145,-0.106370785,-0.222720951,0.024829897
BTC,06/08/2020,-0.07683482,-0.073086554,1.005547503,-1.467774328,0.033409222,-0.490544165,-0.129299837,-0.185546645,-1.425030243,0.07920774,-0.426635111,-0.07683482,-0.073086554,1.005547503,-1.467774328,0.033409222,-0.490544165,0.043360277
ETH,06/08/2020,-0.085657448,-0.154434943,2.275417937,-1.536231412,-1.550764186,-0.75836738,-0.340136337,-0.559937735,-1.527434922,-1.602187665,-0.762262399,-0.085657448,-0.154434943,2.275417937,-1.536231412,-1.550764186,-0.75836738,0.08519847
BNB,06/08/2020,-0.399200085,-0.19341554,-0.328733826,-0.064404097,1.338022617,0.982483515,-0.129299837,-0.185546645,-0.05963452,1.340254294,0.982999497,-0.399200085,-0.19341554,-0.328733826,-0.064404097,1.338022617,0.982483515,0.038575993
ADA,06/08/2020,-0.348882018,-0.157322358,-0.240928158,-0.988574737,-0.665490811,-0.02185354,0.186954913,0.376039992,-1.151951099,-0.434551967,-0.292384196,-0.348882018,-0.157322358,-0.240928158,-0.988574737,-0.665490811,-0.02185354,0.019407784
XRP,06/08/2020,0.445542338,-0.082630583,-0.064732396,-0.954346194,0.080002557,-0.691411576,-0.234718087,-0.37274219,-0.94714174,0.07920774,-0.762262399,0.445542338,-0.082630583,-0.064732396,-0.954346194,0.080002557,-0.691411576,0.055412924
BTC,06/08/2020,-0.231667099,-0.132069533,-0.128169246,1.647023015,-0.106370785,-0.222720951,-0.129299837,-0.185546645,1.647110134,-0.107613971,-0.225258739,-0.231667099,-0.132069533,-0.128169246,1.647023015,-0.106370785,-0.222720951,0.022005167
ETH,06/08/2020,-0.270835691,-0.187570036,-0.055682639,-1.330860159,0.126595893,-0.02185354,-0.129299837,-0.185546645,-1.322625564,0.125913168,-0.023882366,-0.270835691,-0.187570036,-0.055682639,-1.330860159,0.126595893,-0.02185354,0.009311268
BNB,06/08/2020,-0.433763459,-0.193240265,0.187173175,1.681251557,1.477802623,0.045102264,-0.129299837,-0.185546645,1.681245027,1.43366515,-0.023882366,-0.433763459,-0.193240265,0.187173175,1.681251557,1.477802623,0.045102264,0.080187649
ADA,06/08/2020,-0.400169605,-0.194189397,-0.791723656,-0.167089723,0.2663759,-1.561837023,-0.550972836,-0.934328826,-0.127904306,0.31273488,-1.500642432,-0.400169605,-0.194189397,-0.791723656,-0.167089723,0.2663759,-1.561837023,0.022334103
XRP,06/08/2020,-0.303993261,-0.191423347,-0.083327787,-1.19394599,-0.199557456,-0.691411576,-0.234718087,-0.37274219,-1.151951099,-0.154319399,-0.628011484,-0.303993261,-0.191423347,-0.083327787,-1.19394599,-0.199557456,-0.691411576,0.085211538
BTC,06/08/2020,-0.433521079,-0.186944704,0.576383575,-1.228174532,-0.945050824,-0.356632558,-0.445554586,-0.747133281,-1.220220885,-0.948311674,-0.359509654,-0.433521079,-0.186944704,0.576383575,-1.228174532,-0.945050824,-0.356632558,0.093735933
ETH,06/08/2020,-0.160310457,-0.093531343,-0.119987273,-0.783203483,-0.385930798,-0.691411576,0.081536663,0.188844446,-0.776467275,-0.387846539,-0.762262399,-0.160310457,-0.093531343,-0.119987273,-0.783203483,-0.385930798,-0.691411576,0.027894961
BNB,06/08/2020,-0.076931772,-0.13390609,-0.503725316,-0.714746399,-1.131424166,-1.160102201,-0.340136337,-0.559937735,-0.674062595,-1.088427958,-1.165015144,-0.076931772,-0.13390609,-0.503725316,-0.714746399,-1.131424166,-1.160102201,0.004342659
ADA,06/08/2020,0.033108702,-0.155954308,-0.431929394,-1.570459954,-0.013184114,0.045102264,0.081536663,0.188844446,-1.561569815,-0.014203116,0.043243091,0.033108702,-0.155954308,-0.431929394,-1.570459954,-0.013184114,0.045102264,0.052325874
XRP,06/08/2020,-0.354117424,-0.158272025,-0.017942849,-0.338232434,-2.389444226,0.915527711,-0.550972836,-0.934328826,-0.332713665,-2.442885367,0.91587404,-0.354117424,-0.158272025,-0.017942849,-0.338232434,-2.389444226,0.915527711,0.057591366
BTC,06/08/2020,-0.372247441,-0.165360745,-0.429857336,,,,,,,,,-0.372247441,-0.165360745,-0.429857336,,,,0.026629964
ETH,06/08/2020,-0.376319423,-0.176973775,-0.837733968,-1.536231412,-0.432524133,-0.222720951,-0.129299837,-0.185546645,-1.527434922,-0.434551967,-0.225258739,-0.376319423,-0.176973775,-0.837733968,-1.536231412,-0.432524133,-0.222720951,0.036370203
BNB,06/08/2020,-0.120947962,-0.184190399,0.191600649,1.338966135,-0.385930798,-0.423588362,-0.023881587,0.001648901,1.339896096,-0.387846539,-0.426635111,-0.120947962,-0.184190399,0.191600649,1.338966135,-0.385930798,-0.423588362,0.092839414
ADA,06/08/2020,-0.275004625,-0.187770947,-0.197432652,-1.330860159,-1.41098418,-1.026190594,-1.078064086,-1.870306553,-1.288490671,-1.368660525,-0.963638772,-0.275004625,-0.187770947,-0.197432652,-1.330860159,-1.41098418,-1.026190594,0.022946135
XRP,06/08/2020,-0.250669683,-0.187608423,0.766357637,0.449024037,0.080002557,1.45117414,-0.340136337,-0.559937735,0.486523769,0.07920774,1.520003157,-0.250669683,-0.187608423,0.766357637,0.449024037,0.080002557,1.45117414,0.097895328
BTC,06/08/2020,0.251056707,0.090541907,0.137443785,-0.714746399,1.011869268,0.781616104,0.081536663,0.188844446,-0.708197489,1.013316298,0.781623124,0.251056707,0.090541907,0.137443785,-0.714746399,1.011869268,0.781616104,0.032514847
ETH,06/08/2020,0.249602428,0.090541907,0.109993445,-1.159717448,0.359562571,0.179013871,0.081536663,0.188844446,-1.151951099,0.359440308,0.177494007,0.249602428,0.090541907,0.109993445,-1.159717448,0.359562571,0.179013871,0.057115932
BNB,06/08/2020,1.694186624,0.064534089,0.323769609,-1.433545786,-0.059777449,0.179013871,-0.129299837,-0.185546645,-1.425030243,-0.060908543,0.177494007,1.694186624,0.064534089,0.323769609,-1.433545786,-0.059777449,0.179013871,0.008156482
ADA,06/08/2020,0.005574346,0.031825917,0.019920911,0.791309459,-0.945050824,-1.026190594,0.186954913,0.376039992,0.8278727,-0.901606246,-1.030764229,0.005574346,0.031825917,0.019920911,0.791309459,-0.945050824,-1.026190594,0.036062825
XRP,06/08/2020,0.359448998,-0.048740385,-0.57665467,-1.433545786,-0.246150791,-0.02185354,-0.234718087,-0.37274219,-1.425030243,-0.247730255,-0.023882366,0.359448998,-0.048740385,-0.57665467,-1.433545786,-0.246150791,-0.02185354,0.00475609
BTC,06/08/2020,0.86030282,-0.065200707,-0.583880308,-1.228174532,-0.712084147,-0.02185354,-0.023881587,0.001648901,-1.220220885,-0.714784534,-0.023882366,0.86030282,-0.065200707,-0.583880308,-1.228174532,-0.712084147,-0.02185354,0.099845129
ETH,06/08/2020,0.610554573,-0.070461075,0.015829924,1.167823423,-0.479117469,0.446837086,0.186954913,0.376039992,1.169221631,-0.527962823,0.445995837,0.610554573,-0.070461075,0.015829924,1.167823423,-0.479117469,0.446837086,0.0249677
BNB,06/08/2020,2.100609238,-0.114382807,-1.443518695,0.722852375,0.2663759,-0.892278987,0.819464412,1.499213264,0.725468021,0.219324024,-0.896513314,2.100609238,-0.114382807,-1.443518695,0.722852375,0.2663759,-0.892278987,0.014507049
ADA,06/08/2020,-0.140823113,-0.113031327,0.070712894,-1.19394599,-0.199557456,-1.160102201,-0.656391086,-1.121524372,-1.151951099,-0.154319399,-1.097889687,-0.140823113,-0.113031327,0.070712894,-1.19394599,-0.199557456,-1.160102201,0.007709724
XRP,06/08/2020,-0.043968106,-0.141086136,-0.495437084,-1.467774328,0.126595893,-0.02185354,-0.129299837,-0.185546645,-1.425030243,0.172618596,-0.023882366,-0.043968106,-0.141086136,-0.495437084,-1.467774328,0.126595893,-0.02185354,0.035675106
BTC,06/08/2020,-0.164770247,-0.146596303,-0.692406555,1.441651761,0.126595893,-0.356632558,-0.340136337,-0.559937735,1.442300775,0.07920774,-0.359509654,-0.164770247,-0.146596303,-0.692406555,1.441651761,0.126595893,-0.356632558,0.057668852
ETH,06/08/2020,-0.204229695,-0.109698257,-0.287894804,1.510108846,3.061976032,-0.088809343,-0.340136337,-0.559937735,1.510570561,3.068355126,-0.091007824,-0.204229695,-0.109698257,-0.287894804,1.510108846,3.061976032,-0.088809343,0.087075664
BNB,06/08/2020,-0.129091926,-0.143544517,-0.231471073,-0.57783223,-1.690544193,-0.222720951,-0.234718087,-0.37274219,-0.571657916,-1.69559852,-0.225258739,-0.129091926,-0.143544517,-0.231471073,-0.57783223,-1.690544193,-0.222720951,0.031562976
ADA,06/08/2020,-0.262594774,-0.163006222,0.408883372,0.551709663,1.757362637,-1.227058005,-0.023881587,0.001648901,0.554793555,1.713897717,-1.232140602,-0.262594774,-0.163006222,0.408883372,0.551709663,1.757362637,-1.227058005,0.067393586
XRP,06/08/2020,-0.233024427,-0.168603314,-0.487839538,-1.570459954,-0.013184114,-0.557499969,-0.023881587,0.001648901,-1.561569815,-0.014203116,-0.560886027,-0.233024427,-0.168603314,-0.487839538,-1.570459954,-0.013184114,-0.557499969,0.099040801
BTC,06/08/2020,-0.057444428,-0.166584566,0.403623533,-1.467774328,0.080002557,0.112058067,-0.023881587,0.001648901,-1.459165136,0.07920774,0.110368549,-0.057444428,-0.166584566,0.403623533,-1.467774328,0.080002557,0.112058067,0.093354649
ETH,06/08/2020,-0.213827939,-0.169927108,-0.207456453,1.612794472,2.316482663,-0.088809343,0.186954913,0.376039992,1.612975241,2.32106828,-0.091007824,-0.213827939,-0.169927108,-0.207456453,1.612794472,2.316482663,-0.088809343,0.027827755
BNB,06/08/2020,-0.274035106,-0.172805062,-0.836458855,-0.851660568,-2.482630897,-1.227058005,-0.129299837,-0.185546645,-0.844737061,-2.489590795,-1.29926606,-0.274035106,-0.172805062,-0.836458855,-0.851660568,-2.482630897,-1.227058005,0.051740223
ADA,06/08/2020,-0.167581854,-0.177005166,-0.492107623,-0.612060772,0.732309255,-0.691411576,-0.761809336,-1.308719917,-0.605792809,0.733083731,-0.762262399,-0.167581854,-0.177005166,-0.492107623,-0.612060772,0.732309255,-0.691411576,0.097287138
XRP,06/08/2020,-0.050560839,-0.176596099,0.243331258,-1.091260363,-0.851864153,-0.222720951,-0.234718087,-0.37274219,-1.049546419,-0.854900818,-0.158133281,-0.050560839,-0.176596099,0.243331258,-1.091260363,-0.851864153,-0.222720951,0.091664801
BTC,06/08/2020,-0.262013063,-0.177641817,0.115696032,-1.125488906,-0.385930798,-0.02185354,-0.445554586,-0.747133281,-1.117816205,-0.387846539,-0.023882366,-0.262013063,-0.177641817,0.115696032,-1.125488906,-0.385930798,-0.02185354,0.044306476
ETH,06/08/2020,-0.17136298,-0.179241555,-0.076704286,0.209424241,0.545935913,0.848571907,0.292373163,0.563235537,0.213444625,0.499556591,0.781623124,-0.17136298,-0.179241555,-0.076704286,0.209424241,0.545935913,0.848571907,0.089181375
BNB,06/08/2020,-0.20994986,-0.18183246,0.250078728,0.312109868,0.406155906,-0.557499969,-0.445554586,-0.747133281,0.315849304,0.406145736,-0.560886027,-0.20994986,-0.18183246,0.250078728,0.312109868,0.406155906,-0.557499969,0.031003464
ADA,06/08/2020,0.013330502,-0.183238877,-0.671101549,0.688623832,-0.339337462,-0.557499969,-0.340136337,-0.559937735,0.691333128,-0.387846539,-0.628011484,0.013330502,-0.183238877,-0.671101549,0.688623832,-0.339337462,-0.557499969,0.032199238
XRP,06/08/2020,-0.232830523,-0.182658857,-0.385246107,-0.954346194,-0.106370785,-0.356632558,-0.129299837,-0.185546645,-0.94714174,-0.107613971,-0.359509654,-0.232830523,-0.182658857,-0.385246107,-0.954346194,-0.106370785,-0.356632558,0.02537868
BTC,06/08/2020,-0.316403112,-0.184275979,-0.480985808,-1.50200287,-0.805270818,-0.356632558,-0.129299837,-0.185546645,-1.459165136,-0.761489962,-0.292384196,-0.316403112,-0.184275979,-0.480985808,-1.50200287,-0.805270818,-0.356632558,0.039421044
ETH,06/08/2020,-0.415197159,-0.184713491,0.029448835,-0.714746399,0.825495926,-0.557499969,-0.023881587,0.001648901,-0.708197489,0.826494587,-0.628011484,-0.415197159,-0.184713491,0.029448835,-0.714746399,0.825495926,-0.557499969,0.011624081
BNB,06/08/2020,-0.379615789,-0.185508815,-0.622788951,-0.783203483,0.2663759,0.312925478,-0.340136337,-0.559937735,-0.742332382,0.31273488,0.378870379,-0.379615789,-0.185508815,-0.622788951,-0.783203483,0.2663759,0.312925478,0.035424714
ADA,06/08/2020,-0.377046563,-0.186384718,-1.611319966,-1.159717448,0.452749242,0.045102264,-0.023881587,0.001648901,-1.117816205,0.499556591,0.110368549,-0.377046563,-0.186384718,-1.611319966,-1.159717448,0.452749242,0.045102264,0.026889597
XRP,06/08/2020,-0.317663487,-0.185745794,0.80528399,0.380566952,1.338022617,-0.222720951,-0.129299837,-0.185546645,0.38411909,1.340254294,-0.225258739,-0.317663487,-0.185745794,0.80528399,0.380566952,1.338022617,-0.222720951,0.026554685
BTC,06/08/2020,-0.283342494,-0.186540943,-0.192066553,-1.296631617,-1.271204173,-0.356632558,-0.023881587,0.001648901,-1.288490671,-1.275249669,-0.359509654,-0.283342494,-0.186540943,-0.192066553,-1.296631617,-1.271204173,-0.356632558,0.073058607
ETH,06/08/2020,-0.309422571,-0.18762019,0.627689146,-0.748974941,-0.106370785,-0.959234791,-0.340136337,-0.559937735,-0.742332382,-0.107613971,-1.030764229,-0.309422571,-0.18762019,0.627689146,-0.748974941,-0.106370785,-0.959234791,0.027321483
BNB,06/08/2020,-0.266375901,-0.187485596,0.487249665,0.106738615,-1.317797509,0.379881282,-0.761809336,-1.308719917,0.111039945,-1.368660525,0.311744922,-0.266375901,-0.187485596,0.487249665,0.106738615,-1.317797509,0.379881282,0.084468298
ADA,06/08/2020,-0.369629738,-0.188777745,0.142012939,0.072510072,1.477802623,-0.356632558,0.081536663,0.188844446,0.076905052,1.480370578,-0.426635111,-0.369629738,-0.188777745,0.142012939,0.072510072,1.477802623,-0.356632558,0.01071771
XRP,06/08/2020,-0.180379513,-0.189341829,0.506340934,-1.262403074,-0.712084147,-0.02185354,0.081536663,0.188844446,-1.254355778,-0.714784534,-0.023882366,-0.180379513,-0.189341829,0.506340934,-1.262403074,-0.712084147,-0.02185354,0.004441485
BTC,06/08/2020,-0.370599257,-0.18908607,1.069745878,0.277881326,0.499342577,1.317262533,0.924882662,1.68640881,0.281714411,0.452851164,1.318626785,-0.370599257,-0.18908607,1.069745878,0.277881326,0.499342577,1.317262533,0.046773648
ETH,06/08/2020,-0.341125862,-0.189721645,1.536082879,-0.543603688,-2.622410903,0.112058067,0.503209663,0.937626628,-0.537523023,-2.676412506,0.110368549,-0.341125862,-0.189721645,1.536082879,-0.543603688,-2.622410903,0.112058067,0.022338554
BNB,06/08/2020,-0.299484995,-0.190370381,-0.161339882,-1.228174532,-2.156477548,-0.289676754,-0.023881587,0.001648901,-1.220220885,-2.209358227,-0.292384196,-0.299484995,-0.190370381,-0.161339882,-1.228174532,-2.156477548,-0.289676754,0.029484582
ADA,06/08/2020,-0.345197844,-0.191487594,0.299843538,1.202051966,1.151649275,-0.490544165,-0.550972836,-0.934328826,1.203356524,1.153432582,-0.493760569,-0.345197844,-0.191487594,0.299843538,1.202051966,1.151649275,-0.490544165,0.034778379
XRP,06/08/2020,-0.309713427,-0.192620148,-0.172762766,-1.467774328,-0.013184114,0.045102264,0.081536663,0.188844446,-1.459165136,-0.014203116,0.043243091,-0.309713427,-0.192620148,-0.172762766,-1.467774328,-0.013184114,0.045102264,0.027464
BTC,06/08/2020,-0.417524006,-0.193693082,-0.296962271,-0.920117652,-0.99164416,-0.423588362,-0.129299837,-0.185546645,-0.878871954,-0.948311674,-0.359509654,-0.417524006,-0.193693082,-0.296962271,-0.920117652,-0.99164416,-0.423588362,0.00422397
ETH,06/08/2020,-0.38805061,-0.193929057,0.094373316,0.722852375,1.384615952,0.982483515,-0.550972836,-0.934328826,0.725468021,1.340254294,0.982999497,-0.38805061,-0.193929057,0.094373316,0.722852375,1.384615952,0.982483515,0.074147673
BNB,06/08/2020,-0.417572482,-0.194238004,-0.264057283,-0.817432025,-0.246150791,0.513792889,0.397791413,0.750431083,-0.810602168,-0.294435683,0.513121294,-0.417572482,-0.194238004,-0.264057283,-0.817432025,-0.246150791,0.513792889,0.006868149
ADA,06/08/2020,-0.423438075,-0.194519099,-0.44296266,-0.646289314,-0.013184114,-0.155765147,-0.023881587,0.001648901,-0.639927702,-0.014203116,-0.158133281,-0.423438075,-0.194519099,-0.44296266,-0.646289314,-0.013184114,-0.155765147,0.019803741
XRP,06/08/2020,0.409379257,0.308336267,0.190927673,0.483252579,0.452749242,0.513792889,-0.445554586,-0.747133281,0.520658662,0.499556591,0.513121294,0.409379257,0.308336267,0.190927673,0.483252579,0.452749242,0.513792889,0.032238801
BTC,06/08/2020,2.107008067,0.201482385,-0.248578834,-0.235546808,-0.712084147,-0.289676754,-0.972645836,-1.683111008,-0.230308985,-0.714784534,-0.359509654,2.107008067,0.201482385,-0.248578834,-0.235546808,-0.712084147,-0.289676754,0.028184624
ETH,06/08/2020,0.074313285,0.044404166,0.061733977,-0.57783223,-0.059777449,-0.088809343,-0.445554586,-0.747133281,-0.571657916,-0.060908543,-0.091007824,0.074313285,0.044404166,0.061733977,-0.57783223,-0.059777449,-0.088809343,0.078691387
BNB,06/08/2020,-0.037957084,-0.051957566,0.188678516,0.004052988,-1.224610837,-1.026190594,-0.340136337,-0.559937735,0.008635266,-1.275249669,-1.030764229,-0.037957084,-0.051957566,0.188678516,0.004052988,-1.224610837,-1.026190594,0.007107823
ADA,06/08/2020,-0.257553272,-0.087817409,0.225090064,0.072510072,0.732309255,-1.561837023,-0.340136337,-0.559937735,0.076905052,0.686378303,-1.634893347,-0.257553272,-0.087817409,0.225090064,0.072510072,0.732309255,-1.561837023,0.008676155
XRP,06/08/2020,-0.331915425,-0.105999463,0.09203561,0.414795495,-0.059777449,0.045102264,-0.550972836,-0.934328826,0.452388876,-0.060908543,0.043243091,-0.331915425,-0.105999463,0.09203561,0.414795495,-0.059777449,0.045102264,0.073152615
BTC,06/08/2020,-0.261625255,-0.109587878,0.105548261,0.859766543,0.033409222,-0.356632558,-0.023881587,0.001648901,0.862007593,-0.014203116,-0.426635111,-0.261625255,-0.109587878,0.105548261,0.859766543,0.033409222,-0.356632558,0.094612975
ETH,06/08/2020,0.525139896,-0.110757198,-0.092165026,-0.26977535,-1.317797509,-2.365306667,-0.445554586,-0.747133281,-0.230308985,-1.321955097,-2.306147923,0.525139896,-0.110757198,-0.092165026,-0.26977535,-1.317797509,-2.365306667,0.055496752
BNB,06/08/2020,-0.191335084,0.062166444,0.209877263,-0.235546808,-2.016697542,-1.628792827,-0.761809336,-1.308719917,-0.230308985,-2.022536516,-1.634893347,-0.191335084,0.062166444,0.209877263,-0.235546808,-2.016697542,-1.628792827,0.073751489
ADA,06/08/2020,0.092831109,-0.148323497,-0.311023929,-0.748974941,0.080002557,-0.155765147,-0.340136337,-0.559937735,-0.742332382,0.07920774,-0.158133281,0.092831109,-0.148323497,-0.311023929,-0.748974941,0.080002557,-0.155765147,0.031207771
XRP,06/08/2020,-0.255226425,-0.157673058,-0.222917193,-0.030175554,-1.970104206,-2.900953096,-0.867227586,-1.495915463,-0.025499627,-2.022536516,-2.910277041,-0.255226425,-0.157673058,-0.222917193,-0.030175554,-1.970104206,-2.900953096,0.062654049
